title,organization,opportunity_type,category,country,location,work_mode,compensation,posted_date,deadline,source,source_url,summary
Design Operations Manager,abridge,Remote work opportunities,Health,United States,United States,Remote,USD 174000-217000 annual,2026-07-22,2026-09-20,Himalayas,https://himalayas.app/companies/abridge/jobs/design-operations-manager,"Design Operations Manager is an opportunity with abridge. <h3><strong>About Abridge</strong></h3><p style=""min-height:1.5em"">Abridge was founded in 2018 with the mission of powering deeper understanding in healthcare. Our AI-powered platform was purpose-built for medical conversations, improving clinical documentation efficiencies while enabling clinicians to focus on what matters most—their patients.</p><p..."
AutoCad Drafter,ManTech,Remote work opportunities,Information Technology,United States,USA,Remote,Not specified,2026-07-22,,Jobicy,https://jobicy.com/jobs/147795-autocad-drafter,AutoCad Drafter is an opportunity with ManTech. <div> <div> <h2> General information </h2> </div> </div><div> <div> <div> <div> Requisition # </div> <div> R68835 </div> </div> <div> <div> Locations </div> <div> USA-Remote Work </div> </div> <div> <div> Posting Date </div> <div> 06/24/2026 </div> </div> <div> <div> Security Clearance Required </div> <div> Secret </div> </div> <div> <div> Remote Type </div> <div> Fully...
XR Developer,SmartSignal,Jobs,Information Technology,India,"Guindy, Tamil Nadu, India",On-site,Not specified,2026-07-22,,LinkedIn social search,https://in.linkedin.com/jobs/view/xr-developer-at-smartsignal-4442679904,XR Developer is an opportunity with SmartSignal. XR developer role connected to immersive technology work at SmartSignal's Centre of Excellence.
"National IT Consultant to Enhance and Further Develop the SCVET.AL Platform for, Albania","lop the SCVET.AL Platform for, Albania UNDP - United Nations Development Programme",Tenders / Consultancies,Humanitarian & Development,Albania,Albania,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679114233,"National IT Consultant to Enhance and Further Develop the SCVET.AL Platform for, Albania is an opportunity with lop the SCVET.AL Platform for, Albania UNDP - United Nations Development Programme. National IT Consultant to Enhance and Further Develop the SCVET.AL Platform for, Albania. lop the SCVET.AL Platform for, Albania UNDP - United Nations Development Programme. g Capacity Development Consultant, Montenegro UNDP -..."
"National Consultant - Programme implementation support (PSEAH), Angola","port (PSEAH), Angola UNDP - United Nations Development Programme",Tenders / Consultancies,Business & Finance,Angola,Angola,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678671672,"National Consultant - Programme implementation support (PSEAH), Angola is an opportunity with port (PSEAH), Angola UNDP - United Nations Development Programme. National Consultant - Programme implementation support (PSEAH), Angola. port (PSEAH), Angola UNDP - United Nations Development Programme. ndicionados (Bienes Capitalizables), Honduras UNDP - United Nations Development Programme Updated: 2026-07-22T04:17:24Z National..."
"National Consultant (Applied Statistical Research Expert), Bangladesh","Expert), Bangladesh UNDP - United Nations Development Programme",Tenders / Consultancies,Education,Bangladesh,Bangladesh,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678753313,"National Consultant (Applied Statistical Research Expert), Bangladesh is an opportunity with Expert), Bangladesh UNDP - United Nations Development Programme. National Consultant (Applied Statistical Research Expert), Bangladesh. Expert), Bangladesh UNDP - United Nations Development Programme. d Learning and Apprenticeship in Nigeria, Nigeria ILO - International Labour Organization Updated: 2026-07-22T04:15:29Z National..."
"National Consultant - Associate Witness Operations Officer, Bangladesh","Officer, Bangladesh UNDP - United Nations Development Programme",Tenders / Consultancies,Legal & Policy,Bangladesh,Bangladesh,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678956607,"National Consultant - Associate Witness Operations Officer, Bangladesh is an opportunity with Officer, Bangladesh UNDP - United Nations Development Programme. National Consultant - Associate Witness Operations Officer, Bangladesh. Officer, Bangladesh UNDP - United Nations Development Programme. enous and Tribal Peoples consultant, Suriname UNDP - United Nations Development Programme Updated: 2026-07-22T04:10:17Z National..."
"Call for External International Collaborator - Preparation of a Rapid Assessment on Regulating Labour Administration in specialized zones: Bangladesh and international practices, ILO CO Dhaka/LAWC/ADWIB, Bangladesh","paration of a Rapid Assessment on Regulating Labour Administration in specialized zones: Bangladesh and international practices, ILO CO Dhaka/LAWC/ADWIB, Bangladesh ILO - International Labour Organization",Tenders / Consultancies,Education,Bangladesh,"ILO CO Dhaka/LAWC/ADWIB, Bangladesh",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678857397,"Call for External International Collaborator - Preparation of a Rapid Assessment on Regulating Labour Administration in specialized zones: Bangladesh and international practices, ILO CO Dhaka/LAWC/ADWIB, Bangladesh is an opportunity with paration of a Rapid Assessment on Regulating Labour Administration in specialized zones: Bangladesh and international practices, ILO CO Dhaka/LAWC/ADWIB, Bangladesh ILO - International..."
"REPUBLICATION AO OUVERT 2026 - 9203851 MUR DES ETOILES, Benin","ILES, Benin UNICEF - United Nations Children's Fund",Jobs,Humanitarian & Development,Benin,Benin,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679029108,"REPUBLICATION AO OUVERT 2026 - 9203851 MUR DES ETOILES, Benin is an opportunity with ILES, Benin UNICEF - United Nations Children's Fund. REPUBLICATION AO OUVERT 2026 - 9203851 MUR DES ETOILES, Benin. ILES, Benin UNICEF - United Nations Children's Fund. l to Formal Employment in Uzbekistan"", Uzbekistan ILO - International Labour Organization Updated: 2026-07-22T04:08:45Z REPUBLICATION AO OUVERT 2026 - 9203851 MUR DES..."
"LRFP 2026- 9204769- LTA POUR LA CONFECTION ET LA LIVRAISON DE SACS SCOLAIRES BLEU CYAN UNICEF, Benin","IVRAISON DE SACS SCOLAIRES BLEU CYAN UNICEF, Benin UNICEF - United Nations Children's Fund",Tenders / Consultancies,Education,Benin,Benin,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678690841,"LRFP 2026- 9204769- LTA POUR LA CONFECTION ET LA LIVRAISON DE SACS SCOLAIRES BLEU CYAN UNICEF, Benin is an opportunity with IVRAISON DE SACS SCOLAIRES BLEU CYAN UNICEF, Benin UNICEF - United Nations Children's Fund. LRFP 2026- 9204769- LTA POUR LA CONFECTION ET LA LIVRAISON DE SACS SCOLAIRES BLEU CYAN UNICEF, Benin. IVRAISON DE SACS SCOLAIRES BLEU CYAN UNICEF, Benin UNICEF - United Nations Children's Fund. baterías en..."
"SDG-IC-Consultant for the Voluntary Local Review (VLR) Methodology in BiH, Bosnia and Herzegovina","VLR) Methodology in BiH, Bosnia and Herzegovina UNDP - United Nations Development Programme",Internships,Legal & Policy,Bosnia and Herzegovina,Bosnia and Herzegovina,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679117793,"SDG-IC-Consultant for the Voluntary Local Review (VLR) Methodology in BiH, Bosnia and Herzegovina is an opportunity with VLR) Methodology in BiH, Bosnia and Herzegovina UNDP - United Nations Development Programme. SDG-IC-Consultant for the Voluntary Local Review (VLR) Methodology in BiH, Bosnia and Herzegovina. VLR) Methodology in BiH, Bosnia and Herzegovina UNDP - United Nations Development Programme. er Develop the..."
"Associate- Cloud Network Engineer, Sofia, Bulgaria",EBRD - European Bank for Reconstruction and Development,Tenders / Consultancies,Agriculture,Bulgaria,"Sofia, Bulgaria",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784676569836,"Associate- Cloud Network Engineer, Sofia, Bulgaria is an opportunity with EBRD - European Bank for Reconstruction and Development. Associate- Cloud Network Engineer, Sofia, Bulgaria. EBRD - European Bank for Reconstruction and Development. tructure), London, United Kingdom EBRD - European Bank for Reconstruction and Development Updated: 2026-07-22T04:31:14Z Associate- Cloud Network Engineer, Sofia, Bulgaria EBRD - European..."
"QA Automation Engineer, Sofia, Bulgaria",EBRD - European Bank for Reconstruction and Development,Jobs,Information Technology,Bulgaria,"Sofia, Bulgaria",On-site,Not specified,2026-07-22,2026-07-22,UNjobs,https://unjobs.org/vacancies/1784676552858,"QA Automation Engineer, Sofia, Bulgaria is an opportunity with EBRD - European Bank for Reconstruction and Development. QA Automation Engineer, Sofia, Bulgaria. EBRD - European Bank for Reconstruction and Development. ank for Reconstruction and Development Updated: 2026-07-22T04:32:17Z (adsbygoogle = window.adsbygoogle || []).push({}); QA Automation Engineer, Sofia, Bulgaria EBRD - European Bank for Reconstruction and..."
"Recrutement de deux Organisations de la Société Civile (OSC), Burundi","vile (OSC), Burundi UNDP - United Nations Development Programme",Tenders / Consultancies,Monitoring & Evaluation,Burundi,Burundi,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678845669,"Recrutement de deux Organisations de la Société Civile (OSC), Burundi is an opportunity with vile (OSC), Burundi UNDP - United Nations Development Programme. Recrutement de deux Organisations de la Société Civile (OSC), Burundi. vile (OSC), Burundi UNDP - United Nations Development Programme. -22T04:13:57Z Monitoring Field Consultant, Jordan ILO - International Labour Organization Updated: 2026-07-22T04:13:17Z Recrutement..."
"Institutional Planning, Monitoring & Reporting Consultant, Montreal, Canada","sultant, Montreal, Canada UNESCO - United Nations Educational, Scientific and Cultural Organization",Internships,Health,Canada,"Montreal, Canada",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784649043393,"Institutional Planning, Monitoring & Reporting Consultant, Montreal, Canada is an opportunity with sultant, Montreal, Canada UNESCO - United Nations Educational, Scientific and Cultural Organization. Institutional Planning, Monitoring & Reporting Consultant, Montreal, Canada. sultant, Montreal, Canada UNESCO - United Nations Educational, Scientific and Cultural Organization. Dakar, Senegal UNESCO - United Nations..."
"Consultant(e) National(e) sante Communautaire et urgences N`Djamena basé(e) au bureau + missions, N'Djamena, Chad","rgences N`Djamena basé(e) au bureau + missions, N'Djamena, Chad UNICEF - United Nations Children's Fund",Tenders / Consultancies,Legal & Policy,Chad,"N'Djamena, Chad",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679415481,"Consultant(e) National(e) sante Communautaire et urgences N`Djamena basé(e) au bureau + missions, N'Djamena, Chad is an opportunity with rgences N`Djamena basé(e) au bureau + missions, N'Djamena, Chad UNICEF - United Nations Children's Fund. Consultant(e) National(e) sante Communautaire et urgences N`Djamena basé(e) au bureau + missions, N'Djamena, Chad. rgences N`Djamena basé(e) au bureau + missions, N'Djamena, Chad..."
"Procurement Officer , Santiago, Chile",FAO - Food and Agriculture Organization of the United Nations,Tenders / Consultancies,Agriculture,Chile,"Santiago, Chile",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677053719,"Procurement Officer , Santiago, Chile is an opportunity with FAO - Food and Agriculture Organization of the United Nations. Procurement Officer , Santiago, Chile. FAO - Food and Agriculture Organization of the United Nations. olicy Support), Rome, Italy FAO - Food and Agriculture Organization of the United Nations Updated: 2026-07-22T04:28:18Z Procurement Officer , Santiago, Chile FAO - Food and Agriculture Organization of..."
"PAZ - Arrendamiento todo costo de UPS y baterías en Bogotá y otras ciudades, Colombia","n Bogotá y otras ciudades, Colombia UNDP - United Nations Development Programme",Tenders / Consultancies,Business & Finance,Colombia,Colombia,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678675967,"PAZ - Arrendamiento todo costo de UPS y baterías en Bogotá y otras ciudades, Colombia is an opportunity with n Bogotá y otras ciudades, Colombia UNDP - United Nations Development Programme. PAZ - Arrendamiento todo costo de UPS y baterías en Bogotá y otras ciudades, Colombia. n Bogotá y otras ciudades, Colombia UNDP - United Nations Development Programme. gramme implementation support (PSEAH), Angola UNDP - United Nations..."
"Spécialiste principal en finance environnementale pour le développement du plan, Congo","pour le développement du plan, Congo UNDP - United Nations Development Programme",Tenders / Consultancies,Education,Congo,Congo,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678723991,"Spécialiste principal en finance environnementale pour le développement du plan, Congo is an opportunity with pour le développement du plan, Congo UNDP - United Nations Development Programme. Spécialiste principal en finance environnementale pour le développement du plan, Congo. pour le développement du plan, Congo UNDP - United Nations Development Programme. 22T04:16:28Z Eco Tourism Specialist, Suriname UNDP - United..."
"Social Policy Specialist (NO-3) FT, Kinshasa, Democratic Republic of Congo",cratic Republic of Congo UNICEF - United Nations Children's Fund,Tenders / Consultancies,Education,Democratic Republic of Congo,"Kinshasa, Democratic Republic of Congo",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679363723,"Social Policy Specialist (NO-3) FT, Kinshasa, Democratic Republic of Congo is an opportunity with cratic Republic of Congo UNICEF - United Nations Children's Fund. Social Policy Specialist (NO-3) FT, Kinshasa, Democratic Republic of Congo. cratic Republic of Congo UNICEF - United Nations Children's Fund. and Artificial Intelligence in Pakistan, Pakistan ILO - International Labour Organization Updated: 2026-07-22T04:02:22Z..."
"EXCOLLS - Certificación GET Ahead - Integramos Ecuador, Ecuador","ador, Ecuador ILO - International Labour Organization",Tenders / Consultancies,Information Technology,Ecuador,Ecuador,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679062909,"EXCOLLS - Certificación GET Ahead - Integramos Ecuador, Ecuador is an opportunity with ador, Ecuador ILO - International Labour Organization. EXCOLLS - Certificación GET Ahead - Integramos Ecuador, Ecuador. ador, Ecuador ILO - International Labour Organization. FAFPA - Global Skills Programme (GSP) Mali., Mali ILO - International Labour Organization Updated: 2026-07-22T04:08:08Z EXCOLLS - Certificación GET Ahead -..."
"HR Business Officer, Cairo, Egypt",WHO - World Health Organization,Jobs,Health,Egypt,"Cairo, Egypt",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678163976,"HR Business Officer, Cairo, Egypt is an opportunity with WHO - World Health Organization. HR Business Officer, Cairo, Egypt. WHO - World Health Organization. pecialist, Kharkiv, Ukraine FAO - Food and Agriculture Organization of the United Nations Updated: 2026-07-22T04:21:55Z HR Business Officer, Cairo, Egypt WHO - World Health Organization Updated: 2026-07-22T04:21:36Z Program Officer, Geneva, Switzerland WIPO - World..."
"Data and digital transformation consultant 6 months Remote (for both National and International Consultants, Cairo, Egypt","s Remote (for both National and International Consultants, Cairo, Egypt UNICEF - United Nations Children's Fund",Tenders / Consultancies,Information Technology,Egypt,"Cairo, Egypt",Remote,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679444320,"Data and digital transformation consultant 6 months Remote (for both National and International Consultants, Cairo, Egypt is an opportunity with s Remote (for both National and International Consultants, Cairo, Egypt UNICEF - United Nations Children's Fund. Data and digital transformation consultant 6 months Remote (for both National and International Consultants, Cairo, Egypt. s Remote (for both National and International..."
"Photographers Videographers (Nationals only) Remote + travel, Addis Ababa, Ethiopia","e + travel, Addis Ababa, Ethiopia UNICEF - United Nations Children's Fund",Remote work opportunities,Legal & Policy,Ethiopia,"Addis Ababa, Ethiopia",Remote,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679425279,"Photographers Videographers (Nationals only) Remote + travel, Addis Ababa, Ethiopia is an opportunity with e + travel, Addis Ababa, Ethiopia UNICEF - United Nations Children's Fund. Photographers Videographers (Nationals only) Remote + travel, Addis Ababa, Ethiopia. e + travel, Addis Ababa, Ethiopia UNICEF - United Nations Children's Fund. ena basé(e) au bureau + missions, N'Djamena, Chad UNICEF - United Nations Children's..."
"Ariane 6 Exploitation Monitoring System Engineer, Paris, France","Paris, France European Space Agency (ESA)",Tenders / Consultancies,Agriculture,France,"Paris, France",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784676594372,"Ariane 6 Exploitation Monitoring System Engineer, Paris, France is an opportunity with Paris, France European Space Agency (ESA). Ariane 6 Exploitation Monitoring System Engineer, Paris, France. Paris, France European Space Agency (ESA). Network Engineer, Sofia, Bulgaria EBRD - European Bank for Reconstruction and Development Updated: 2026-07-22T04:30:54Z Ariane 6 Exploitation Monitoring System Engineer, Paris, France..."
"Field Programme Support And Monitoring Officer, Libreville, Gabon","breville, Gabon FAO - Food and Agriculture Organization of the United Nations",Jobs,Health,Gabon,"Libreville, Gabon",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677197816,"Field Programme Support And Monitoring Officer, Libreville, Gabon is an opportunity with breville, Gabon FAO - Food and Agriculture Organization of the United Nations. Field Programme Support And Monitoring Officer, Libreville, Gabon. breville, Gabon FAO - Food and Agriculture Organization of the United Nations. Specialist, Damascus, Syria FAO - Food and Agriculture Organization of the United Nations Updated..."
"Traineeship in digital transformation, AI and business analysis , Frankfurt","ness analysis , Frankfurt ECB - European Central Bank",Tenders / Consultancies,Agriculture,Germany,"AI and business analysis, Frankfurt",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784675478189,"Traineeship in digital transformation, AI and business analysis , Frankfurt is an opportunity with ness analysis , Frankfurt ECB - European Central Bank. Traineeship in digital transformation, AI and business analysis , Frankfurt. ness analysis , Frankfurt ECB - European Central Bank. 26-07-22T05:13:13Z Senior Video Editor Consultant, Rome, Italy WFP - World Food Programme Updated: 2026-07-22T05:12:55Z Traineeship in..."
"National Gender and Social Inclusion Expert, Guinea-Bissau",a-Bissau UNDP - United Nations Development Programme,Tenders / Consultancies,Information Technology,Guinea-Bissau,Guinea-Bissau,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679074966,"National Gender and Social Inclusion Expert, Guinea-Bissau is an opportunity with a-Bissau UNDP - United Nations Development Programme. National Gender and Social Inclusion Expert, Guinea-Bissau. a-Bissau UNDP - United Nations Development Programme. ificación GET Ahead - Integramos Ecuador, Ecuador ILO - International Labour Organization Updated: 2026-07-22T04:07:47Z National Gender and Social Inclusion Expert..."
"FAO request for quotation for Ventilated heavy-duty reinforced livestock distribution boxes for transportation of live animals in Haiti (restricted to regional suppliers), Haiti","y reinforced livestock distribution boxes for transportation of live animals in Haiti (restricted to regional suppliers), Haiti FAO - Food and Agriculture Organization of the United Nations",Tenders / Consultancies,Agriculture,Haiti,Haiti,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678622888,"FAO request for quotation for Ventilated heavy-duty reinforced livestock distribution boxes for transportation of live animals in Haiti (restricted to regional suppliers), Haiti is an opportunity with y reinforced livestock distribution boxes for transportation of live animals in Haiti (restricted to regional suppliers), Haiti FAO - Food and Agriculture Organization of the United Nations. FAO request for quotation for..."
"Especialista Senior en Sistemas de Producción , Tegucigalpa, Honduras","gucigalpa, Honduras FAO - Food and Agriculture Organization of the United Nations",Jobs,Agriculture,Honduras,"Tegucigalpa, Honduras",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677165033,"Especialista Senior en Sistemas de Producción , Tegucigalpa, Honduras is an opportunity with gucigalpa, Honduras FAO - Food and Agriculture Organization of the United Nations. Especialista Senior en Sistemas de Producción , Tegucigalpa, Honduras. gucigalpa, Honduras FAO - Food and Agriculture Organization of the United Nations. ure Organization of the United Nations Updated: 2026-07-22T04:24:38Z (adsbygoogle =..."
"UNDP-HND-00646 Adquisición Aires Acondicionados (Bienes Capitalizables), Honduras","ienes Capitalizables), Honduras UNDP - United Nations Development Programme",Tenders / Consultancies,Agriculture,Honduras,Honduras,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678660670,"UNDP-HND-00646 Adquisición Aires Acondicionados (Bienes Capitalizables), Honduras is an opportunity with ienes Capitalizables), Honduras UNDP - United Nations Development Programme. UNDP-HND-00646 Adquisición Aires Acondicionados (Bienes Capitalizables), Honduras. ienes Capitalizables), Honduras UNDP - United Nations Development Programme. regional suppliers), Haiti FAO - Food and Agriculture Organization of the United..."
"Especialista Senior en Mecanismos Financieros para la Inclusión Productiva de la Agricultura Familiar , Tegucigalpa, Honduras","la Inclusión Productiva de la Agricultura Familiar , Tegucigalpa, Honduras FAO - Food and Agriculture Organization of the United Nations",Jobs,Agriculture,Honduras,"Tegucigalpa, Honduras",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677098003,"Especialista Senior en Mecanismos Financieros para la Inclusión Productiva de la Agricultura Familiar , Tegucigalpa, Honduras is an opportunity with la Inclusión Productiva de la Agricultura Familiar , Tegucigalpa, Honduras FAO - Food and Agriculture Organization of the United Nations. Especialista Senior en Mecanismos Financieros para la Inclusión Productiva de la Agricultura Familiar , Tegucigalpa, Honduras. la Inclusión..."
"Finance Associate (Bank Reconciliation), Budapest, Hungary",Hungary FAO - Food and Agriculture Organization of the United Nations,Jobs,Agriculture,Hungary,"Budapest, Hungary",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677131430,"Finance Associate (Bank Reconciliation), Budapest, Hungary is an opportunity with Hungary FAO - Food and Agriculture Organization of the United Nations. Finance Associate (Bank Reconciliation), Budapest, Hungary. Hungary FAO - Food and Agriculture Organization of the United Nations. ure Organization of the United Nations Updated: 2026-07-22T04:26:00Z (adsbygoogle = window.adsbygoogle || []).push({}); Finance Associate..."
"Call for External Collaborator - Independent Final Evaluation of Policies, Partnerships, Learning and Local Empowerment (PPLL) Project, India","Evaluation of Policies, Partnerships, Learning and Local Empowerment (PPLL) Project, India ILO - International Labour Organization",Tenders / Consultancies,Education,India,"Learning and Local Empowerment (PPLL) Project, India",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678892386,"Call for External Collaborator - Independent Final Evaluation of Policies, Partnerships, Learning and Local Empowerment (PPLL) Project, India is an opportunity with Evaluation of Policies, Partnerships, Learning and Local Empowerment (PPLL) Project, India ILO - International Labour Organization. Call for External Collaborator - Independent Final Evaluation of Policies, Partnerships, Learning and Local Empowerment (PPLL)..."
"Office Assistant, Rome, Italy",FAO - Food and Agriculture Organization of the United Nations,Jobs,Agriculture,Italy,"Rome, Italy",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677075952,"Office Assistant, Rome, Italy is an opportunity with FAO - Food and Agriculture Organization of the United Nations. Office Assistant, Rome, Italy. FAO - Food and Agriculture Organization of the United Nations. ecialist, Kingston, Jamaica FAO - Food and Agriculture Organization of the United Nations Updated: 2026-07-22T04:27:17Z Office Assistant, Rome, Italy FAO - Food and Agriculture Organization of the United Nations..."
"Coordinator (Governance And Policy Support), Rome, Italy",Italy FAO - Food and Agriculture Organization of the United Nations,Tenders / Consultancies,Agriculture,Italy,"Rome, Italy",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677031612,"Coordinator (Governance And Policy Support), Rome, Italy is an opportunity with Italy FAO - Food and Agriculture Organization of the United Nations. Coordinator (Governance And Policy Support), Rome, Italy. Italy FAO - Food and Agriculture Organization of the United Nations. Mainstreaming), Rome, Italy FAO - Food and Agriculture Organization of the United Nations Updated: 2026-07-22T04:28:57Z Coordinator (Governance And..."
"Digital Platform Manager Consultant, Rome, Italy",WFP - World Food Programme,Tenders / Consultancies,Agriculture,Italy,"Rome, Italy",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784662890831,"Digital Platform Manager Consultant, Rome, Italy is an opportunity with WFP - World Food Programme. Digital Platform Manager Consultant, Rome, Italy. WFP - World Food Programme. 2026-07-22T05:14:12Z Procurement Officer CST II, Kyiv, Ukraine WFP - World Food Programme Updated: 2026-07-22T05:13:32Z Digital Platform Manager Consultant, Rome, Italy WFP - World Food Programme Updated: 2026-07-22T05:13:13Z Senior Video Editor..."
"Individual Giving Data Engineer, Rome, Italy",WFP - World Food Programme,Tenders / Consultancies,Agriculture,Italy,"Rome, Italy",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784662865944,"Individual Giving Data Engineer, Rome, Italy is an opportunity with WFP - World Food Programme. Individual Giving Data Engineer, Rome, Italy. WFP - World Food Programme. Rome, Italy WFP - World Food Programme Updated: 2026-07-22T05:14:32Z (adsbygoogle = window.adsbygoogle || []).push({}); Individual Giving Data Engineer, Rome, Italy WFP - World Food Programme Updated: 2026-07-22T05:14:12Z Procurement Officer CST II, Kyiv..."
"Senior Designer Consultant, Rome, Italy",WFP - World Food Programme,Tenders / Consultancies,Agriculture,Italy,"Rome, Italy",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784662857505,"Senior Designer Consultant, Rome, Italy is an opportunity with WFP - World Food Programme. Senior Designer Consultant, Rome, Italy. WFP - World Food Programme. Developer SSA-2026-CRI-SSCD-2, Home based, Remote WMO - World Meteorological Organization Updated: 2026-07-22T05:21:57Z Senior Designer Consultant, Rome, Italy WFP - World Food Programme Updated: 2026-07-22T05:14:32Z (adsbygoogle = window.adsbygoogle ||..."
"Senior Video Editor Consultant, Rome, Italy",WFP - World Food Programme,Tenders / Consultancies,Agriculture,Italy,"Rome, Italy",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784662898393,"Senior Video Editor Consultant, Rome, Italy is an opportunity with WFP - World Food Programme. Senior Video Editor Consultant, Rome, Italy. WFP - World Food Programme. -22T05:13:32Z Digital Platform Manager Consultant, Rome, Italy WFP - World Food Programme Updated: 2026-07-22T05:13:13Z Senior Video Editor Consultant, Rome, Italy WFP - World Food Programme Updated: 2026-07-22T05:12:55Z Traineeship in digital..."
"Programme Officer (Biodiversity Mainstreaming), Rome, Italy","me, Italy FAO - Food and Agriculture Organization of the United Nations",Tenders / Consultancies,Agriculture,Italy,"Rome, Italy",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677009023,"Programme Officer (Biodiversity Mainstreaming), Rome, Italy is an opportunity with me, Italy FAO - Food and Agriculture Organization of the United Nations. Programme Officer (Biodiversity Mainstreaming), Rome, Italy. me, Italy FAO - Food and Agriculture Organization of the United Nations. iane 6 Exploitation Monitoring System Engineer, Paris, France European Space Agency (ESA) Updated: 2026-07-22T04:30:34Z Programme..."
"National Gender Equality and Social Inclusion Specialist, Kingston, Jamaica","ialist, Kingston, Jamaica FAO - Food and Agriculture Organization of the United Nations",Jobs,Agriculture,Jamaica,"Kingston, Jamaica",On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784677064758,"National Gender Equality and Social Inclusion Specialist, Kingston, Jamaica is an opportunity with ialist, Kingston, Jamaica FAO - Food and Agriculture Organization of the United Nations. National Gender Equality and Social Inclusion Specialist, Kingston, Jamaica. ialist, Kingston, Jamaica FAO - Food and Agriculture Organization of the United Nations. t Officer , Santiago, Chile FAO - Food and Agriculture Organization of..."
"Monitoring Field Consultant, Jordan",ILO - International Labour Organization,Tenders / Consultancies,Business & Finance,Jordan,Jordan,On-site,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784678826134,"Monitoring Field Consultant, Jordan is an opportunity with ILO - International Labour Organization. Monitoring Field Consultant, Jordan. ILO - International Labour Organization. ENTERPRISES/Social Finance Unit, Solomon Islands ILO - International Labour Organization Updated: 2026-07-22T04:13:57Z Monitoring Field Consultant, Jordan ILO - International Labour Organization Updated: 2026-07-22T04:13:17Z Recrutement de deux..."
"Foundational Learning in Humanitarian Settings Consultant Remote, Amman, Jordan","sultant Remote, Amman, Jordan UNICEF - United Nations Children's Fund",Tenders / Consultancies,Education,Jordan,"Amman, Jordan",Remote,Not specified,2026-07-22,,UNjobs,https://unjobs.org/vacancies/1784679434822,"Foundational Learning in Humanitarian Settings Consultant Remote, Amman, Jordan is an opportunity with sultant Remote, Amman, Jordan UNICEF - United Nations Children's Fund. Foundational Learning in Humanitarian Settings Consultant Remote, Amman, Jordan. sultant Remote, Amman, Jordan UNICEF - United Nations Children's Fund. Vacancies with UN and other international organizations Latest in Non-UN « First < Prev 101 - 125 of..."
